aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;E90;POZ;codeshares;SCH;S;False;D;KL1335;1335;B4;B;143576111731942707;True;KL1335;KL;KLM;100;PHEZS;J;1.0;;2025-11-05 13:56:25.095000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 19:15:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;KL1509;1509;D77;D;143576111731947969;True;KL1509;KL;KLM;100;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E7W;VIE;codeshares;SCH;S;False;A;KL1910;1910;;;143576111731958976;True;KL1910;KL;KLM;100;;J;;2025-11-05 19:37:00+00:00;2025-11-05 12:02:09.223000+00:00;;2025-11-05 19:45:00+00:00;;;;;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;KQ1149;1149;D83;D;143576111750678923;True;KL1207;KQ;KQA;208;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;KQ1171;1171;D79;D;143576111750679129;True;KL1255;KQ;KQA;208;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E90;TRD;codeshares;SCH;S;False;D;KQ1177;1177;B3;B;143576111750679141;True;KL1155;KQ;KQA;208;PHEZH;J;1.0;;2025-11-05 13:56:24.932000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 19:15:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;KQ1707;1707;D77;D;143576111750695051;True;KL1509;KQ;KQA;208;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;MF9632;9632;D79;D;143576111987647259;True;KL1255;MF;CXA;1551;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;MF9658;9658;D77;D;143576111987647419;True;KL1509;MF;CXA;1551;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;MF9712;9712;D83;D;143576111987649849;True;KL1207;MF;CXA;1551;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;MU1895;1895;D77;D;143576112043067567;True;KL1509;MU;CES;1294;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;SK6691;6691;D83;D;143576112838212877;True;KL1207;SK;SAS;150;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;SK6730;6730;D77;D;143576112838215169;True;KL1509;SK;SAS;150;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E7W;VIE;codeshares;SCH;S;False;A;SK6737;6737;;;143576112838215182;True;KL1910;SK;SAS;150;;J;;2025-11-05 19:37:00+00:00;2025-11-05 12:02:09.223000+00:00;;2025-11-05 19:45:00+00:00;;;;;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;SV6309;6309;D79;D;143576112879435555;True;KL1255;SV;SVA;151;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;UX3795;3795;D79;D;143576113164015719;True;KL1255;UX;AEA;519;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;GOT;codeshares;SCH,GCH;S;False;D;6E3247;3247;D85;D;143576114757038513;True;KL1239;6E;IGO;5300;PHBXM;J;1.0;;2025-11-05 14:55:04.450000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;6E3313;3313;;;143576114757041020;True;KL1276;6E;IGO;5300;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;ZRH;codeshares;SCH;S;False;A;6E3379;3379;;;143576114757041476;True;KL1926;6E;IGO;5300;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;AF3196;3196;C16;C;143576110322771217;True;KL1481;AF;AFR;80;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;BOD;codeshares;SCH,GCH;S;False;D;AF5193;5193;B8;B;143576110322973823;True;KL1447;AF;AFR;80;FHBLZ;J;1.0;;2025-11-05 14:55:20.459000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;AM6382;6382;;;143576110349318782;True;KL1276;AM;AMX;794;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;ZRH;codeshares;SCH;S;False;A;AM6620;6620;;;143576110349326548;True;KL1926;AM;AMX;794;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;DL9381;9381;C16;C;143576110761938119;True;KL1481;DL;DAL;58;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
737;73H;ZRH;codeshares;SCH;S;False;A;G35606;5606;;;143576111245074064;True;KL1926;G3;GLO;4918;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;GA9477;9477;;;143576111136772994;True;KL1276;GA;GIA;85;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
EMJ;E90;KRS;codeshares;SCH,GCH;S;False;D;KL1189;1189;B5;B;143576111731937609;True;KL1189;KL;KLM;100;PHEZM;J;1.0;;2025-11-05 14:48:58.543000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
737;73H;GOT;codeshares;SCH,GCH;S;False;D;KL1239;1239;D85;D;143576111731939977;True;KL1239;KL;KLM;100;PHBXM;J;1.0;;2025-11-05 14:55:04.450000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;KL1276;1276;;;143576111731940266;True;KL1276;KL;KLM;100;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;OTP;codeshares;SCH,GCH;S;False;D;KL1377;1377;D63;D;143576111731943007;True;KL1377;KL;KLM;100;PHBCE;J;1.0;;2025-11-05 14:19:16.233000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;BOD;codeshares;SCH,GCH;S;False;D;KL1447;1447;B8;B;143576111731945523;True;KL1447;KL;KLM;100;FHBLZ;J;1.0;;2025-11-05 14:55:20.459000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;KL1481;1481;C16;C;143576111731945807;True;KL1481;KL;KLM;100;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
737;73H;ZRH;codeshares;SCH;S;False;A;KL1926;1926;;;143576111731959062;True;KL1926;KL;KLM;100;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;GOT;codeshares;SCH,GCH;S;False;D;KQ1163;1163;D85;D;143576111750679059;True;KL1239;KQ;KQA;208;PHBXM;J;1.0;;2025-11-05 14:55:04.450000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;KRS;codeshares;SCH,GCH;S;False;D;KQ1211;1211;B5;B;143576111750681423;True;KL1189;KQ;KQA;208;PHEZM;J;1.0;;2025-11-05 14:48:58.543000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;KQ1263;1263;C16;C;143576111750681797;True;KL1481;KQ;KQA;208;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;BOD;codeshares;SCH,GCH;S;False;D;KQ1319;1319;B8;B;143576111750684177;True;KL1447;KQ;KQA;208;FHBLZ;J;1.0;;2025-11-05 14:55:20.459000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
737;73H;OTP;codeshares;SCH,GCH;S;False;D;KQ1379;1379;D63;D;143576111750684621;True;KL1377;KQ;KQA;208;PHBCE;J;1.0;;2025-11-05 14:19:16.233000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;MF9380;9380;;;143576111987639410;True;KL1276;MF;CXA;1551;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;MF9698;9698;C16;C;143576111987647715;True;KL1481;MF;CXA;1551;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
737;73H;ZRH;codeshares;SCH;S;False;A;MF9733;9733;;;143576111987649998;True;KL1926;MF;CXA;1551;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;NCE;codeshares;SCH,GCH;S;False;D;MU1563;1563;C16;C;143576112043059127;True;KL1481;MU;CES;1294;PHBXE;J;1.0;;2025-11-05 14:30:30.554000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;BOD;codeshares;SCH,GCH;S;False;D;MU1573;1573;B8;B;143576112043059201;True;KL1447;MU;CES;1294;FHBLZ;J;1.0;;2025-11-05 14:55:20.459000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
32S;32Q;CPH;codeshares;SCH;S;False;A;SK6610;6610;;;143576112838212282;True;KL1276;SK;SAS;150;;J;;2025-11-05 19:42:00+00:00;2025-11-05 12:37:11.428000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
737;73H;ZRH;codeshares;SCH;S;False;A;SK6637;6637;;;143576112838212444;True;KL1926;SK;SAS;150;;J;;2025-11-05 19:42:00+00:00;2025-11-05 13:41:10.570000+00:00;;2025-11-05 19:50:00+00:00;;;;;;;
EMJ;E90;BOD;codeshares;SCH,GCH;S;False;D;SK6782;6782;B8;B;143576112838215543;True;KL1447;SK;SAS;150;FHBLZ;J;1.0;;2025-11-05 14:55:20.459000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 19:20:00+00:00;;;
737;73H;OTP;codeshares;SCH,GCH;S;False;D;SK6802;6802;D63;D;143576112838217689;True;KL1377;SK;SAS;150;PHBCE;J;1.0;;2025-11-05 14:19:16.233000+00:00;;2025-11-05 19:50:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:35:00+00:00;2025-11-05 18:50:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;6E3209;3209;C15;C;143576114757038221;True;KL1521;6E;IGO;5300;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;6E3256;3256;B15;B;143576114757038585;True;KL1759;6E;IGO;5300;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;OSL;codeshares;SCH;S;False;A;6E3370;3370;;;143576114757041458;True;KL1206;6E;IGO;5300;;J;;2025-11-05 19:47:00+00:00;2025-11-05 14:31:36.196000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
787;789;ICN;codeshares;SCH,GCH;N;False;D;AF3113;3113;E2;E;143576110322770619;True;KL0855;AF;AFR;80;PHBHN;J;2.0;;2025-11-05 14:05:17.808000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:25:00+00:00;;;
EMJ;295;MRS;codeshares;SCH;S;False;D;AF3185;3185;B30;B;143576110322771141;True;KL1471;AF;AFR;80;PHNXX;J;1.0;;2025-11-05 14:06:20.434000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
EMJ;295;BSL;codeshares;SCH;S;False;D;AF3211;3211;B22;B;143576110322773353;True;KL1949;AF;AFR;80;PHNXC;J;1.0;;2025-11-05 14:06:21.218000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;AM6303;6303;C15;C;143576110349318193;True;KL1521;AM;AMX;794;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;AM6327;6327;B15;B;143576110349318349;True;KL1759;AM;AMX;794;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;AM6350;6350;C18;C;143576110349318557;True;KL1927;AM;AMX;794;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;OSL;codeshares;SCH;S;False;A;AM6432;6432;;;143576110349321150;True;KL1206;AM;AMX;794;;J;;2025-11-05 19:47:00+00:00;2025-11-05 14:31:36.196000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
737;7M8;CPH;;SCH,EXP;S;False;A;D83540;3540;;;143576110847546866;True;D83540;D8;NSZ;5081;;J;;2025-11-05 18:57:00+00:00;2025-11-05 15:02:30.283000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
32S;320;MXP;;WIL;S;False;D;EJU3856;3856;;M;143576137284470233;True;EJU3856;EC;EJU;5151;OEINH;J;3.0;;2025-11-05 05:58:41.157000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
737;73H;BCN;codeshares;SCH;S;False;D;G35507;5507;C15;C;143576111245071329;True;KL1521;G3;GLO;4918;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
EMJ;295;BSL;codeshares;SCH;S;False;D;G35592;5592;B22;B;143576111245071985;True;KL1949;G3;GLO;4918;PHNXC;J;1.0;;2025-11-05 14:06:21.218000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
787;789;ICN;codeshares;SCH,GCH;N;False;D;KE5926;5926;E2;E;143576111706126033;True;KL0855;KE;KAL;105;PHBHN;J;2.0;;2025-11-05 14:05:17.808000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:25:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;KE6413;6413;C15;C;143576111706213569;True;KL1521;KE;KAL;105;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;KE6437;6437;B15;B;143576111706213725;True;KL1759;KE;KAL;105;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
787;789;ICN;codeshares;SCH,GCH;N;False;D;KL0855;855;E2;E;143576111731855239;True;KL0855;KL;KLM;100;PHBHN;J;2.0;;2025-11-05 14:05:17.808000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:25:00+00:00;;;
737;73W;OSL;codeshares;SCH;S;False;A;KL1206;1206;;;143576111731939748;True;KL1206;KL;KLM;100;;J;;2025-11-05 19:47:00+00:00;2025-11-05 14:31:36.196000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
EMJ;295;GDN;;SCH;S;False;D;KL1309;1309;B2;B;143576111731942493;True;KL1309;KL;KLM;100;PHNXO;J;1.0;;2025-11-05 14:06:20.958000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73H;PRG;codeshares;SCH,GCH;S;False;D;KL1361;1361;C22;C;143576111731942921;True;KL1361;KL;KLM;100;PHBCL;J;1.0;;2025-11-05 14:39:08.152000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
EMJ;295;MRS;codeshares;SCH;S;False;D;KL1471;1471;B30;B;143576111731945733;True;KL1471;KL;KLM;100;PHNXX;J;1.0;;2025-11-05 14:06:20.434000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;KL1521;1521;C15;C;143576111731948101;True;KL1521;KL;KLM;100;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;KL1759;1759;B15;B;143576111731953815;True;KL1759;KL;KLM;100;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;KL1927;1927;C18;C;143576111731959065;True;KL1927;KL;KLM;100;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
EMJ;295;BSL;codeshares;SCH;S;False;D;KL1949;1949;B22;B;143576111731959217;True;KL1949;KL;KLM;100;PHNXC;J;1.0;;2025-11-05 14:06:21.218000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73H;PRG;codeshares;SCH,GCH;S;False;D;KQ1359;1359;C22;C;143576111750684473;True;KL1361;KQ;KQA;208;PHBCL;J;1.0;;2025-11-05 14:39:08.152000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;KQ1681;1681;C15;C;143576111750692893;True;KL1521;KQ;KQA;208;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;KQ1789;1789;B15;B;143576111750695647;True;KL1759;KQ;KQA;208;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;KQ1969;1969;C18;C;143576111750700975;True;KL1927;KQ;KQA;208;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
EMJ;295;BSL;codeshares;SCH;S;False;D;KQ1991;1991;B22;B;143576111750701181;True;KL1949;KQ;KQA;208;PHNXC;J;1.0;;2025-11-05 14:06:21.218000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;MF9327;9327;C15;C;143576111987638981;True;KL1521;MF;CXA;1551;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;OSL;codeshares;SCH;S;False;A;MF9711;9711;;;143576111987649846;True;KL1206;MF;CXA;1551;;J;;2025-11-05 19:47:00+00:00;2025-11-05 14:31:36.196000+00:00;;2025-11-05 19:55:00+00:00;;;;;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;MF9734;9734;C18;C;143576111987650001;True;KL1927;MF;CXA;1551;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;HAM;codeshares;SCH,GCH;S;False;D;MU1609;1609;B15;B;143576112043061433;True;KL1759;MU;CES;1294;PHHSD;J;1.0;;2025-11-05 14:06:20.786000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73H;BCN;codeshares;SCH;S;False;D;MU1843;1843;C15;C;143576112043067193;True;KL1521;MU;CES;1294;PHBXY;J;1.0;;2025-11-05 14:06:20.282000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
EMJ;295;BSL;codeshares;SCH;S;False;D;MU1880;1880;B22;B;143576112043067483;True;KL1949;MU;CES;1294;PHNXC;J;1.0;;2025-11-05 14:06:21.218000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:30:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 19:25:00+00:00;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;MU1915;1915;C18;C;143576112043069713;True;KL1927;MU;CES;1294;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
737;73W;ZRH;codeshares;SCH,GCH;S;False;D;SK6678;6678;C18;C;143576112838212743;True;KL1927;SK;SAS;150;PHBGI;J;1.0;;2025-11-05 14:55:07.466000+00:00;;2025-11-05 19:55:00+00:00;;2025-11-05 19:25:00+00:00;2025-11-05 19:40:00+00:00;2025-11-05 18:55:00+00:00;;;
